Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,"Vol,",Perubahan%
6/4/2021,"14,500.00","14,490.00","14,525.00","14,490.00",0.09K,-0.07%
5/4/2021,"14,510.00","14,520.00","14,535.00","14,510.00",0.05K,-0.07%
1/4/2021,"14,520.00","14,530.00","14,594.50","14,525.00",0.08K,0.00%
31/03/2021,"14,520.00","14,480.00","14,582.00","14,480.00",0.11K,0.35%
30/03/2021,"14,470.00","14,450.00","14,502.50","14,450.00",0.09K,0.21%
29/03/2021,"14,440.00","14,420.00","14,455.00","14,420.00",0.07K,0.21%
26/03/2021,"14,410.00","14,445.00","14,458.00","14,417.50",0.13K,-0.07%
25/03/2021,"14,420.00","14,435.00","14,465.00","14,425.00",0.10K,0.00%
24/03/2021,"14,420.00","14,422.50","14,460.00","14,410.00",0.07K,0.21%
23/03/2021,"14,390.00","14,400.00","14,425.00","14,390.00",0.08K,-0.07%
22/03/2021,"14,400.00","14,415.00","14,452.50","14,397.00",0.11K,0.00%
19/03/2021,"14,400.00","14,410.00","14,475.00","14,400.00",0.14K,0.07%
18/03/2021,"14,390.00","14,385.00","14,415.00","14,375.00",0.09K,-0.24%
17/03/2021,"14,425.00","14,430.00","14,465.00","14,415.00",0.10K,0.17%
16/03/2021,"14,400.00","14,402.50","14,422.50","14,395.00",0.08K,0.03%
15/03/2021,"14,395.00","14,400.00","14,422.50","14,390.00",0.07K,0.10%
12/3/2021,"14,380.00","14,355.00","14,396.00","14,325.00",0.10K,-0.10%
10/3/2021,"14,395.00","14,390.00","14,425.00","14,390.00",0.05K,0.03%
9/3/2021,"14,390.00","14,415.00","14,475.00","14,395.00",0.10K,0.28%
8/3/2021,"14,350.00","14,350.00","14,382.50","14,335.00",0.08K,0.42%
5/3/2021,"14,290.00","14,315.00","14,360.00","14,280.00",0.09K,0.21%
4/3/2021,"14,260.00","14,265.00","14,305.00","14,250.00",0.12K,0.14%
3/3/2021,"14,240.00","14,325.00","14,330.50","14,240.00",0.14K,-0.42%
2/3/2021,"14,300.00","14,275.00","14,330.00","14,265.00",0.07K,0.35%
1/3/2021,"14,250.00","14,250.00","14,307.50","14,240.00",0.10K,0.07%
26/02/2021,"14,240.00","14,105.00","14,275.00","14,105.00",0.19K,1.14%
25/02/2021,"14,080.00","14,085.00","14,110.00","14,079.50",0.10K,0.00%
24/02/2021,"14,080.00","14,072.50","14,092.50","14,065.00",0.13K,-0.07%
23/02/2021,"14,090.00","14,110.00","14,130.00","14,092.50",0.11K,-0.14%
22/02/2021,"14,110.00","14,070.00","14,130.00","14,070.00",0.07K,0.36%
19/02/2021,"14,060.00","14,050.00","14,100.50","14,050.00",0.11K,0.36%
18/02/2021,"14,010.00","14,020.00","14,061.00","14,020.00",0.08K,0.00%
17/02/2021,"14,010.00","13,955.00","14,046.00","13,955.00",0.08K,0.65%
16/02/2021,"13,920.00","13,895.00","13,937.50","13,866.00",0.10K,0.07%
15/02/2021,"13,910.00","13,972.50","13,972.50","13,896.50",0.09K,-0.43%
11/2/2021,"13,970.00","13,985.00","14,002.00","13,965.00",0.07K,-0.07%
10/2/2021,"13,980.00","14,000.00","14,000.00","13,972.00",0.12K,-0.07%
9/2/2021,"13,990.00","14,007.50","14,011.00","13,988.50",0.07K,-0.04%
8/2/2021,"13,995.00","14,020.00","14,023.50","13,987.50",0.08K,-0.18%
5/2/2021,"14,020.00","14,020.00","14,057.50","14,020.00",0.07K,0.07%
4/2/2021,"14,010.00","14,007.50","14,040.00","14,002.50",0.06K,0.07%
3/2/2021,"14,000.00","14,015.00","14,020.00","13,992.50",0.08K,-0.14%
2/2/2021,"14,020.00","14,035.00","14,049.00","14,020.00",0.06K,0.07%
1/2/2021,"14,010.00","14,035.00","14,052.50","14,015.00",0.11K,-0.07%
29/01/2021,"14,020.00","14,072.50","14,085.00","14,030.00",0.04K,-0.21%
28/01/2021,"14,050.00","14,065.00","14,126.50","14,055.00",0.05K,0.11%
27/01/2021,"14,035.00","14,050.00","14,082.00","14,042.50",0.05K,-0.04%
26/01/2021,"14,040.00","14,045.00","14,098.50","14,045.00",0.03K,0.21%
25/01/2021,"14,010.00","14,055.00","14,083.00","14,020.00",0.05K,-0.07%
22/01/2021,"14,020.00","13,995.00","14,063.50","13,995.00",0.05K,0.29%
21/01/2021,"13,980.00","14,022.50","14,035.00","13,995.00",0.05K,-0.29%
20/01/2021,"14,020.00","14,065.00","14,067.50","14,030.00",0.06K,-0.21%
19/01/2021,"14,050.00","14,080.00","14,099.50","14,055.00",0.05K,-0.07%
18/01/2021,"14,060.00","14,025.00","14,105.00","14,025.00",0.07K,0.36%
15/01/2021,"14,010.00","14,040.00","14,062.50","14,012.50",0.05K,-0.28%
14/01/2021,"14,050.00","14,075.00","14,109.00","14,055.00",0.04K,-0.04%
13/01/2021,"14,055.00","14,090.00","14,117.50","14,057.50",0.07K,-0.46%
12/1/2021,"14,120.00","14,120.00","14,217.50","14,115.00",0.11K,0.28%
11/1/2021,"14,080.00","14,020.00","14,165.00","14,020.00",0.06K,0.72%
8/1/2021,"13,980.00","13,915.00","14,061.50","13,915.00",0.06K,0.65%
7/1/2021,"13,890.00","13,900.00","13,945.00","13,900.00",0.03K,0.07%
6/1/2021,"13,880.00","13,920.00","13,930.00","13,895.00",0.04K,-0.14%
5/1/2021,"13,900.00","13,900.00","13,932.50","13,900.00",0.03K,0.11%
4/1/2021,"13,885.00","13,910.00","13,940.00","13,862.50",0.07K,-2.31%
1/1/2021,"14,213.70","14,213.50","14,214.20","13,919.00",,1.24%
